monitoring_location_id,agency_code,agency_name,monitoring_location_number,monitoring_location_name,district_code,country_code,country_name,state_code,state_name,county_code,county_name,minor_civil_division_code,site_type_code,site_type,hydrologic_unit_code,basin_code,altitude,altitude_accuracy,altitude_method_code,altitude_method_name,vertical_datum,vertical_datum_name,horizontal_positional_accuracy_code,horizontal_positional_accuracy,horizontal_position_method_code,horizontal_position_method_name,original_horizontal_datum,original_horizontal_datum_name,drainage_area,contributing_drainage_area,time_zone_abbreviation,uses_daylight_savings,construction_date,aquifer_code,national_aquifer_code,aquifer_type_code,well_constructed_depth,hole_constructed_depth,depth_source_code,revision_note,revision_created,revision_modified,index_right,huc8,name,daily,continuous,field_measurements,samples,conductivity,temperature,dissolved_oxygen,dissolved_solids,chlorophyll,pH,nitrogen,phosphorus,turbidity,parameters,geometry
USGS-08464700,USGS,U.S. Geological Survey,08464700,"Rio Grande at Ft Ringgold, Rio Grande City,TX",48,US,United States of America,48,Texas,427,Starr County,,ST,Stream,130900011112,,100.0,10.0,M,Interpolated from topographic map.,NGVD29,National Geodetic Vertical Datum of 1929,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,174362.0,174362.0,CST,Y,,,,,,,,,,,2,13090001,Los Olmos,False,True,False,True,True,True,False,True,False,True,True,False,False,"['Acidity, (H+)', 'Agency analyzing sample', 'Alkalinity', 'Bicarbonate', 'Boron', 'Calcium', 'Carbon dioxide', 'Carbonate', 'Chloride', 'Discharge', 'Fluoride', 'Gage height', 'Hardness, Ca, Mg', 'Hardness, non-carbonate', 'Height, gage', 'Inorganic nitrogen (nitrate and nitrite)', 'Kjeldahl nitrogen', 'Magnesium', 'Nitrate', 'Potassium', 'Potassium-40', 'Sampling depth', 'Silica', 'Sodium', 'Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)]', 'Sodium plus potassium', 'Sodium, percent total cations', 'Specific conductance', 'Stream flow', 'Stream flow, instantaneous', 'Sulfate', 'Sulfide', 'Temperature, water', 'Total dissolved solids', 'Total solids', 'Zinc', 'pH']",POINT (-98.8058598821987 26.3683991045282)
USGS-08464990,USGS,U.S. Geological Survey,08464990,"Los Olmos Ck at Rio Grande City, TX",48,US,United States of America,48,Texas,427,Starr County,,ST,Stream,130900011502,,150.0,5.0,M,Interpolated from topographic map.,NGVD29,National Geodetic Vertical Datum of 1929,S,Accurate to + or - 1 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,524.0,524.0,CST,Y,,,,,,,,,,,2,13090001,Los Olmos,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.8053044488331 26.3883984405768)
USGS-08465000,USGS,U.S. Geological Survey,08465000,"Los Olmos Ck at Olmos, TX",48,US,United States of America,48,Texas,427,Starr County,,ST,Stream,130900011502,,151.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,530.0,530.0,CST,Y,,,,,,,,,,,2,13090001,Los Olmos,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.7869706638472 26.3606217655997)
USGS-08465100,USGS,U.S. Geological Survey,08465100,"Rio Grande nr Rio Grande City, TX",48,US,United States of America,48,Texas,427,Starr County,93239,ST,Stream,130900011601,23,,,,,,,S,Accurate to + or - 1 sec.,R,Reported.,NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,2,13090001,Los Olmos,False,True,False,False,True,True,False,False,False,False,False,False,False,"['Specific cond at 25C', 'Temperature, water']",POINT (-98.79682222222222 26.354144444444447)
USGS-08466100,USGS,U.S. Geological Survey,08466100,"Rio Grande Trib nr Rio Grande City, TX",48,US,United States of America,48,Texas,427,Starr County,,ST,Stream,130900011607,,168.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,1.2,1.2,CST,Y,,,,,,,,,,,2,13090001,Los Olmos,False,False,False,False,False,False,False,False,False,False,False,False,False,"['Discharge', 'Gage height']",POINT (-98.6628015735815 26.3164575226257)
USGS-08466180,USGS,U.S. Geological Survey,08466180,"Unm Drain nr La Grulla, TX",48,US,United States of America,48,Texas,427,Starr County,,ST,Stream,130900011607,,135.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,2,13090001,Los Olmos,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.6716905211592 26.2642370419467)
USGS-08466200,USGS,U.S. Geological Survey,08466200,"Rio Grande Trib nr Sullivan City, TX",48,US,United States of America,48,Texas,427,Starr County,,ST,Stream,130900011706,,189.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,0.4,0.4,CST,Y,,,,,,,,,,,2,13090001,Los Olmos,False,False,False,False,False,False,False,False,False,False,False,False,False,"['Discharge', 'Gage height']",POINT (-98.588077934868 26.2870145644262)
USGS-08466300,USGS,U.S. Geological Survey,08466300,"Rio Grande nr Los Ebanos, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900011706,,108.0,3.0,M,Interpolated from topographic map.,NGVD29,National Geodetic Vertical Datum of 1929,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,2,13090001,Los Olmos,False,False,False,True,True,True,False,True,True,True,False,False,False,"['Acidity, (H+)', 'Agency analyzing sample', 'Alkalinity', 'Bicarbonate', 'Calcium', 'Carbon dioxide', 'Carbonate', 'Chloride', 'Chlorophyll a', 'Chlorophyll b', 'Density of water at 20 deg C', 'Fluoride', 'Hardness, Ca, Mg', 'Hardness, non-carbonate', 'Height, gage', 'Magnesium', 'Potassium', 'Potassium-40', 'Silica', 'Sodium', 'Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)]', 'Sodium plus potassium', 'Sodium, percent total cations', 'Specific conductance', 'Stream flow, instantaneous', 'Sulfate', 'Sulfide', 'Temperature, water', 'Total dissolved solids', 'pH']",POINT (-98.5641884476422 26.2378496426527)
USGS-08467650,USGS,U.S. Geological Survey,08467650,"Unm Drain nr Abram, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900020301,,104.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.4122397111773 26.1867405494565)
USGS-08467670,USGS,U.S. Geological Survey,08467670,"Rio Grande at Mission Main Canal nr Mission, TX",48,US,United States of America,48,Texas,215,Hidalgo County,93785,ST,Stream,130900020301,23,,,,,,,S,Accurate to + or - 1 sec.,R,Reported.,NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,True,False,False,True,True,False,False,False,False,False,False,False,"['Specific cond at 25C', 'Temperature, water']",POINT (-98.40525277777779 26.183280555555555)
USGS-08467675,USGS,U.S. Geological Survey,08467675,"Mission Main Canal at Mission, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST-CA,Canal,121102080100,,126.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.3308488457767 26.2117399983218)
USGS-08467680,USGS,U.S. Geological Survey,08467680,"Rio Grande nr Mission, TX",48,US,United States of America,48,Texas,215,Hidalgo County,92600,ST,Stream,130900020305,23,,,,,,,S,Accurate to + or - 1 sec.,R,Reported.,NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,True,False,False,True,True,False,False,False,False,False,False,False,"['Specific cond at 25C', 'Temperature, water']",POINT (-98.36404999999999 26.17117777777778)
USGS-08467700,USGS,U.S. Geological Survey,08467700,"La Parida Banco No. 144 nr Bentsen State Pk, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900020301,,101.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,0.18,0.18,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.3875167276221 26.1792408290292)
USGS-08467800,USGS,U.S. Geological Survey,08467800,Morillo Drain in Mexico,48,MX,Mexico,81,Tamulipas,000,Unspecified,,ST-DCH,Ditch,,,0.0,10.0,M,Interpolated from topographic map.,NGVD29,National Geodetic Vertical Datum of 1929,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,True,True,True,True,True,False,True,False,False,False,"['Acidity, (H+)', 'Agency analyzing sample', 'Alkalinity', 'Calcium', 'Carbon dioxide', 'Chloride', 'Dissolved oxygen (DO)', 'Fluoride', 'Hardness, Ca, Mg', 'Hardness, non-carbonate', 'Height, gage', 'Magnesium', 'Potassium', 'Silica', 'Sodium', 'Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)]', 'Sodium, percent total cations', 'Specific conductance', 'Stream flow, instantaneous', 'Sulfate', 'Temperature, water', 'Total dissolved solids', 'pH']",POINT (-98.36779368063 26.1525749993407)
USGS-08467950,USGS,U.S. Geological Survey,08467950,"Unm drain nr Perezville, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,121102080100,,116.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.3839059572577 26.2170175135168)
USGS-08467975,USGS,U.S. Geological Survey,08467975,"Sardinas Resaca nr Mission, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,121102080100,,104.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,2.42,2.42,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.3305708495304 26.1897962149471)
USGS-08467995,USGS,U.S. Geological Survey,08467995,"Unm Drain at Hwy 1925 nr Lull, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,121102080200,,87.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.1841774128027 26.341180546542)
USGS-08468005,USGS,U.S. Geological Survey,08468005,"Main Floodway at Hwy 336 nr McAllen, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,121102080100,,89.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.2366791092612 26.1675748822075)
USGS-08469125,USGS,U.S. Geological Survey,08469125,"Rio Grande Inlet abv Anzald Dam nr Misson, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900020305,,106.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.3272370065895 26.1456308882241)
USGS-08469150,USGS,U.S. Geological Survey,08469150,"Rio Grande abv Anzald Dam nr Misson, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900020305,,99.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,True,True,True,True,False,False,True,False,False,False,"['.alpha.-Endosulfan', '2,4,5-T', '2,4-D', 'Acidity, (H+)', 'Agency analyzing sample', 'Aldrin', 'Alpha emitting radium isotopes', 'Alpha particle', 'Ametryn', 'Arsenic', 'Atrazine', 'Barium', 'Barometric pressure', 'Boron', 'Cadmium', 'Carbaryl', 'Carbophenothion', 'Carbophenothion-methyl', 'Chlordane, technical', 'Chlorinated naphthalenes', 'Chromium', 'Copper', 'Cyanazine', 'Diazinon', 'Dicamba', 'Dichlorprop', 'Dieldrin', 'Dissolved oxygen (DO)', 'Dissolved oxygen saturation', 'Endrin', 'Ethion', 'Ethylan', 'Heptachlor', 'Heptachlor epoxide', 'Lead', 'Malathion', 'Mercury', 'Methomyl', 'Methoxychlor', 'Methyl parathion', 'Mirex', 'Molybdenum', 'Nickel', 'Parathion', 'Picloram', 'Polychlorinated biphenyls', 'Prometon', 'Prometryn', 'Propazine', 'Selenium', 'Silver', 'Silvex', 'Simazine', 'Simetryn', 'Specific conductance', 'Temperature, water', 'Toxaphene', 'Tritium', 'Uranium', 'Vanadium', 'Zinc', 'gamma-HCH (Lindane)', ""p,p'-DDD"", ""p,p'-DDE"", ""p,p'-DDT"", 'pH']",POINT (-98.3352927066901 26.1392421655506)
USGS-08469175,USGS,U.S. Geological Survey,08469175,"Rio Grande at Anzalduas Dam nr Hidalgo, TX",48,US,United States of America,48,Texas,215,Hidalgo County,92600,ST,Stream,130900020305,23,,,,,,,S,Accurate to + or - 1 sec.,R,Reported.,NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,True,False,False,True,True,False,False,False,False,False,False,False,"['Specific cond at 25C', 'Temperature, water']",POINT (-98.33449166666666 26.138088888888888)
USGS-08469200,USGS,U.S. Geological Survey,08469200,"Rio Grande bl Anzald Dam nr Misson, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900020305,,50.0,10.0,M,Interpolated from topographic map.,NGVD29,National Geodetic Vertical Datum of 1929,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,176112.0,176112.0,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,True,False,True,True,True,False,True,False,True,True,True,False,"['2,4,5-T', '2,4-D', 'Acidity, (H+)', 'Agency analyzing sample', 'Aldrin', 'Alkalinity', 'Bicarbonate', 'Boron', 'Calcium', 'Carbon dioxide', 'Carbonate', 'Chlordane, technical', 'Chloride', 'Copper', 'Diazinon', 'Dieldrin', 'Discharge', 'Endrin', 'Fluoride', 'Gage height', 'Hardness, Ca, Mg', 'Hardness, non-carbonate', 'Heptachlor', 'Heptachlor epoxide', 'Inorganic nitrogen (nitrate and nitrite)', 'Iron', 'Kjeldahl nitrogen', 'Lead', 'Magnesium', 'Malathion', 'Manganese', 'Methyl parathion', 'Nitrate', 'Parathion', 'Phosphate-phosphorus', 'Potassium', 'Potassium-40', 'Silica', 'Silvex', 'Sodium', 'Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)]', 'Sodium plus potassium', 'Sodium, percent total cations', 'Specific conductance', 'Stream flow', 'Stream flow, instantaneous', 'Strontium', 'Sulfate', 'Sulfide', 'Temperature, water', 'Total dissolved solids', 'Total solids', 'Toxaphene', 'Zinc', 'gamma-HCH (Lindane)', ""p,p'-DDD"", ""p,p'-DDE"", ""p,p'-DDT"", 'pH']",POINT (-98.3350148675887 26.1336867777011)
USGS-08469400,USGS,U.S. Geological Survey,08469400,"Field Drain nr Anzald Dam nr Mission, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900020305,,109.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.3194589243668 26.1342423689728)
USGS-08470005,USGS,U.S. Geological Survey,08470005,"Hackney Lk Inlet at Hwy 336 nr McAllen, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,121102080100,,92.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.2411235513975 26.1406312835791)
USGS-08470010,USGS,U.S. Geological Survey,08470010,"Main Floodway at Hwy 907 nr Alamo, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,121102080100,,75.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.1308417585557 26.1414645174329)
